Date,Close,High,Low,Open,Volume
2021-06-28,30.185976028442383,30.27329055248191,29.961453348335976,30.03629246039372,3957761
2021-06-29,29.97392463684082,30.011345527040852,29.718217447112657,29.93650374664079,4428191
2021-06-30,30.292001724243164,30.625668888660595,30.10489726795153,30.123609049563957,6377087
2021-07-01,30.07371711730957,30.398029774037717,30.04877163415628,30.366845248129184,4615951
2021-07-02,30.27952766418457,30.304475816792646,30.036293196130774,30.185976767845926,3936776
2021-07-05,30.2171573638916,30.29823550937342,30.067473811627842,30.2795237293573,3506786
2021-07-06,30.46663475036621,30.784708359679954,30.335660277862274,30.335660277862274,5958445
2021-07-07,30.435447692871094,30.441684063049237,29.9427423851978,30.198449594301664,4874611
2021-07-08,30.9718074798584,31.20256651554126,30.79717844270025,30.884492961279324,6793333
2021-07-09,30.85955047607422,30.953101381445066,30.62879139802834,30.85331410531175,6804106
2021-07-12,31.838720321655273,32.01334936623797,31.72645764786646,31.807535800275073,6012738
2021-07-13,31.620433807373047,32.18798091844848,31.620433807373047,32.09443001898625,6430524
2021-07-14,31.7825870513916,31.94474335316093,31.6391425308853,31.807535202420144,4529942
2021-07-15,32.138084411621094,32.21916256310088,31.67032728414275,31.788826326456785,6466124
2021-07-16,32.350135803222656,32.375083955558864,31.975929549979305,32.025823182685095,7142661
2021-07-19,31.495698928833008,31.701509824962645,31.246228099138616,31.5643016702207,4524275
2021-07-20,30.70986557006836,31.077835444925807,30.65996926652054,30.809652833230878,6730451
2021-07-21,31.115253448486328,31.4270933196444,31.034175295742553,31.383436058318253,5371267
2021-07-22,32.088191986083984,32.125612878323395,31.90108752488693,31.913562936944466,5624185
2021-07-23,31.975927352905273,32.10066276208246,31.807534684114398,31.9135609842999,2930930
2021-07-26,32.375083923339844,32.54971297361963,32.27529398606095,32.36884755325365,4165544
2021-07-27,33.2794189453125,33.46028437967954,33.07984172727177,33.12349899322129,6478162
2021-07-28,32.724342346191406,33.14844223589532,32.487344248782364,32.99252496630514,7137579
2021-07-29,33.26070785522461,33.74094046265046,33.11726331324689,33.703519566489554,5809776
2021-07-30,33.36049270629883,34.02158797891025,33.235754623505706,33.603724486239294,7964844
2021-08-02,33.49147033691406,33.541363975566476,32.9800531928177,33.379207645970915,4346092
2021-08-03,33.02994155883789,33.29812147206941,32.705628977652765,33.27317332276044,5929622
2021-08-04,33.71598815917969,33.909328986892874,33.435332808490635,33.503938221671625,5971761
2021-08-05,33.14220428466797,33.61620045687362,33.06112613268366,33.578779565806514,5664657
2021-08-06,32.49357986450195,32.49357986450195,32.181740014271305,32.41873808668929,8198190
2021-08-09,32.237876892089844,32.5746649641266,32.13808961501987,32.368851367198715,4336105
2021-08-10,32.281532287597656,32.58089944537928,32.19421775723361,32.49982128547455,4056678
2021-08-11,32.75552749633789,33.04865560265702,32.637028445363484,32.792948389907004,5260385
2021-08-12,33.04865646362305,33.04865646362305,32.668213819720464,33.0174719395086,3654438
2021-08-13,32.93639373779297,33.02370826762814,32.49358471819559,32.661977407444375,5205391
2021-08-16,32.474876403808594,33.62867987010888,32.468640032720906,33.18586813124525,7929983
2021-08-17,32.01335144042969,32.356373181937215,31.86990423596652,32.356373181937215,5577913
2021-08-18,29.74940299987793,30.497815553133975,29.724457517949467,29.936507474175336,28945290
2021-08-19,27.859663009643555,28.25257840483099,27.560298517315008,28.240105663640964,29469483
2021-08-20,27.653846740722656,28.065473879778377,27.3669550173818,27.504163173078183,24899977
2021-08-23,27.72869110107422,28.109133753560027,27.566534778380788,28.04052833335378,12462306
2021-08-24,28.015583038330078,28.183975732719286,27.828478560138265,27.978162142691716,9604726
2021-08-25,28.364839553833008,28.526995868380517,28.221395022023046,28.321182290067657,10918193
2021-08-26,28.034292221069336,28.439683031537864,28.003107695964022,28.38355035195493,8779540
2021-08-27,27.87837028503418,28.109132013650076,27.865897544665753,27.996869334434237,7961850
2021-08-30,28.583126068115234,28.76399416663709,28.408497011859684,28.45839064622317,7775595
2021-08-31,28.4459171295166,28.813887014853655,28.377311714159422,28.788938862369232,11563520
2021-09-01,28.084184646606445,28.26505274684178,27.925146514593216,28.17773821788682,8902983
2021-09-02,28.057069778442383,28.21427881544599,27.903202565568183,28.083827299945074,12840229
2021-09-03,28.331356048583984,28.558809347602974,28.1306602752973,28.137349656730375,10135837
2021-09-06,28.22431182861328,28.478525469715574,28.097207874120457,28.431696942781816,6032946
2021-09-07,28.12397003173828,28.157419803937156,27.689131591329282,28.144041041481124,9919021
2021-09-08,27.836307525634766,28.05707142125038,27.776097366611403,28.05707142125038,9058306
2021-09-09,27.374710083007812,27.789477462246026,27.267671398455136,27.762717074593247,7872375
2021-09-10,27.595470428466797,27.669059343176276,27.368017170161025,27.515194999579982,7005292
2021-09-13,27.749340057373047,28.01024310566184,27.53526554087517,27.69582214476323,5857760
2021-09-14,27.916587829589844,28.077141577699607,27.575406457511047,27.88313805729493,8896504
2021-09-15,26.933183670043945,27.40146898206991,26.893044519576208,27.381400839865336,9684008
2021-09-16,27.194082260131836,27.56871335392268,27.09373582285471,27.394778000744505,11880684
2021-09-17,26.197301864624023,26.678968782085715,26.030055889689272,26.62545087260296,21149187
2021-09-20,25.106861114501953,25.494870972480463,24.859339709248644,25.28748871571172,13339332
2021-09-21,25.254037857055664,25.58852692523781,24.79913134861995,24.892788402353286,12159420
2021-09-22,25.862810134887695,26.0902662677277,25.093482656121484,25.220589483511436,13422511
2021-09-23,25.67549705505371,25.96316048994629,25.668807674298307,25.882882188764242,12959333
2021-09-24,25.233966827392578,25.40790217446797,24.999824193275053,25.387834034140035,13905101
2021-09-27,25.233966827392578,25.648737054753123,25.233966827392578,25.287487600383713,12414538
2021-09-28,24.665332794189453,25.17376008622182,24.665332794189453,25.14031031889161,11900954
2021-09-29,24.344223022460938,24.397740931747723,23.92945564291529,24.076630609968564,12622482
2021-09-30,25.16038703918457,25.16038703918457,24.491403004899663,24.55161317297836,10233443
2021-10-01,24.65195655822754,24.872720459521407,24.49139995144703,24.832581307826278,7588081
2021-10-04,24.712167739868164,25.026588719422495,24.474677510354375,24.93962103149946,4369752
2021-10-05,24.43119239807129,24.718855837828634,24.197049737379476,24.55160985188078,6812904
2021-10-06,24.518157958984375,24.645264782658977,24.30408345943022,24.491397571768207,7317877
2021-10-07,24.5114688873291,24.71216462883141,24.36429392093303,24.685404241278295,6234121
2021-10-08,25.247352600097656,25.448045500570537,24.892792467607368,25.026588689942216,10077791
2021-10-11,25.474802017211914,25.608598219198818,25.06003178481166,25.24734876044001,8152692
2021-10-12,25.40790367126465,25.923020362727385,25.30086785109346,25.688874848757877,9885563
2021-10-13,25.146997451782227,25.521628507071707,25.120239933156057,25.40790045473612,6878428
2021-10-14,25.28748893737793,25.59521763502637,25.180450251794657,25.254039169004503,7666641
2021-10-15,25.99660873413086,25.99660873413086,25.62197763928663,25.916330437660065,8482584
2021-10-18,26.21736717224121,26.21736717224121,25.74239255260297,26.090263225729437,7922697
2021-10-19,25.68218421936035,26.076883444392884,25.68218421936035,26.070194064214792,7243333
2021-10-20,25.80259895324707,26.27757642269351,25.80259895324707,26.183919377911064,8542301
2021-10-21,25.742395401000977,26.083573866115703,25.73570602055577,25.956467039481407,8990805
2021-10-22,25.1871395111084,25.233968040182567,24.919547097525022,25.173760750246768,12182706
2021-10-25,25.37445640563965,25.548388894414234,25.22058919202961,25.2941781086308,5322623
2021-10-26,25.561767578125,25.688871523352844,25.474799910721877,25.555078198487546,5254265
2021-10-27,25.193828582763672,25.48818138052118,25.133621293565774,25.48818138052118,5667668
2021-10-28,24.765682220458984,25.15368920562634,24.752300593824724,24.973064473618532,6897134
2021-10-29,24.471330642700195,24.9998261044376,24.457951881458804,24.919547804872177,7133667
