Date,Close,High,Low,Open,Volume
2021-07-06,266.4695129394531,268.1105868577543,263.24491530093877,266.8245961972741,31565600
2021-07-07,268.64788818359375,269.3772670421519,265.97993254914314,268.13925010791996,23260000
2021-07-08,266.239013671875,267.4962137332664,263.79177004494005,265.7399527520103,24618600
2021-07-09,266.7380065917969,266.84355913253364,264.22360683393487,264.60747951746345,23916700
2021-07-12,266.1430969238281,268.49433627554,265.43290144744316,267.9089353442858,18931700
2021-07-13,269.65557861328125,271.4502066850758,266.21027111145844,266.33500707591065,26120100
2021-07-14,271.1239318847656,272.2275772639754,269.24290521159406,270.97037689383615,23113700
2021-07-15,269.7035217285156,271.1238831737116,268.5518741472632,270.63442855853714,22604200
2021-07-16,269.434814453125,272.64980384909137,268.19679766614735,270.7016209659572,26186800
2021-07-19,265.8455810546875,269.0701477729701,263.38875994905754,267.688182240101,32935600
2021-07-20,268.0624694824219,269.64596306299137,265.1258001402408,266.8244526302893,26259700
2021-07-21,270.0586242675781,270.17378317649553,266.1142851990735,267.6593827064098,24364300
2021-07-22,274.607666015625,274.87637995751953,271.99728945681113,272.40034572584136,23384100
2021-07-23,277.9953308105469,278.30241146815854,274.9530796603886,275.78801102778897,22768100
2021-07-26,277.40032958984375,278.01454955841905,275.08748623115633,277.3523564681326,23176100
2021-07-27,274.99151611328125,277.9089731585834,271.54620828066527,277.76502450299625,33604100
2021-07-28,274.6844177246094,278.4560190983951,272.3907283274344,277.34276730213355,33566900
2021-07-29,274.95306396484375,276.9876159825094,274.5499785237899,274.70353348763825,18168300
2021-07-30,273.4272155761719,275.10668495635474,272.4675187874959,273.6767461132666,20944800
2021-08-02,273.3407897949219,275.2121805728668,272.30430107664915,274.8187014564499,16267400
2021-08-03,275.54815673828125,275.65373862205524,272.55390723217295,273.9166896548883,17879000
2021-08-04,274.9627380371094,275.99919768889043,273.1776867693029,274.6844177660965,16191300
2021-08-05,277.8514099121094,277.9569917907823,274.569263222689,275.31782556305,13900200
2021-08-06,277.79376220703125,277.832158270537,276.0279240247651,276.88206803398026,16589300
2021-08-09,276.70941162109375,279.79963700414334,276.2103797453838,278.07219419100153,16117600
2021-08-10,274.8954772949219,277.5922222100292,273.7054629658678,277.1603470550717,18616600
2021-08-11,275.3850402832031,277.02611380022,274.3389448772672,275.63454156443856,13955900
2021-08-12,278.1297607421875,278.2833157631849,274.79961127384786,275.0779315798822,14561300
2021-08-13,281.0471496582031,281.0951227722163,277.64020922241923,277.8129768656206,18249000
2021-08-16,282.7266540527344,282.93778849851935,278.33122675983446,281.37347818942425,22507600
2021-08-17,281.2679138183594,281.60381354222284,279.3485202964206,280.60574999790174,20075300
2021-08-18,279.5467834472656,283.4794538884407,279.1044566907851,280.8063906085156,21813000
2021-08-19,285.3544616699219,286.0275472712108,277.5372141574895,277.5852791245708,29850500
