Date,Close,High,Low,Open,Volume
2021-07-05,32.37329864501953,32.44217958315745,32.071952751725895,32.11500169585015,1454105
2021-07-06,32.00306701660156,32.4680034260708,31.942797846976667,32.373293792539286,1487146
2021-07-07,32.62298583984375,32.62298583984375,32.11500043648059,32.13222067033979,1791122
2021-07-08,33.19123840332031,33.251507575954605,32.73491372925392,32.82101160889618,2441327
2021-07-09,32.7779655456543,32.86406343285246,32.38191000946455,32.68325589908199,2290277
2021-07-12,32.72629928588867,33.148186744142194,32.57132377213095,33.148186744142194,1327559
2021-07-13,32.898502349853516,33.00182375092683,32.75213529163521,32.87267364179704,2465455
2021-07-14,33.1654052734375,33.25150314159791,32.90710838453314,33.122356339357296,2213532
2021-07-15,33.00182342529297,33.36343847221033,32.88989355077983,33.130970248724736,2387558
2021-07-16,32.92433166503906,33.10513917557915,32.743520870075535,32.97598907695141,3076980
2021-07-19,33.00182342529297,33.130970248724736,32.674645560636534,32.752134968465064,1725304
2021-07-20,33.148189544677734,33.264422010921784,32.85975803430389,33.096528846111724,2171069
2021-07-21,33.51841735839844,33.66048182045363,33.199851251954655,33.36343854241526,1916424
2021-07-22,33.72505187988281,33.83698174895547,33.453840607877325,33.49258695212012,1372369
2021-07-23,34.02640151977539,34.02640151977539,33.51841614892147,33.6131257868741,1030973
2021-07-26,33.85420227050781,34.12111094998348,33.74227240047949,34.0436215452598,1144155
2021-07-27,33.828372955322266,33.94029953891399,33.48397487731708,33.89725060026921,1606661
2021-07-28,33.5700798034668,34.20721204947174,33.48397863209866,34.07806521905532,2142395
2021-07-29,33.39788055419922,33.60451679545358,33.337611376798044,33.40648902907488,1422893
2021-07-30,33.37205123901367,33.492592887913986,33.19985545229,33.45815241679961,1952517
2021-08-02,33.80253982543945,33.94029839511432,33.58729185504601,33.66478125576459,1304171
2021-08-03,33.733665466308594,33.8972527573381,33.552857941840664,33.61312711666331,1538833
2021-08-04,33.98334884643555,34.009177550521784,33.78532111812026,33.811149822206495,1431346
2021-08-05,34.258872985839844,34.34497087337107,33.90586639188363,34.08667392635352,1495866
2021-08-06,34.48272705078125,34.56021645790576,34.25025882940772,34.38801741047089,1243681
2021-08-09,34.4568977355957,34.723806418634226,34.37940832983765,34.439677502713515,994795
2021-08-10,34.52577590942383,34.69366907705704,34.41384932061745,34.52577590942383,898804
2021-08-11,34.62909698486328,34.732415098344056,34.499946879694605,34.560216052927025,1115502
2021-08-12,34.98210525512695,35.10264360746725,34.71519655749932,34.939056312780245,1263468
2021-08-13,35.11124801635742,35.25761834469538,34.87877981329599,35.21456940733365,1415717
2021-08-16,35.31788635253906,35.533134316693186,34.89599889765074,34.89599889765074,1373444
2021-08-17,35.46426010131836,35.93780833958924,35.2662323309614,35.58480174296616,2123933
2021-08-18,35.731170654296875,35.88614948856342,35.50731416281414,35.52453111380014,1880966
2021-08-19,35.731170654296875,35.85170901774328,35.33511509313753,35.63646100175354,1915752
2021-08-20,36.153053283691406,36.72991631140301,35.903364830910135,35.946413771356376,3315483
2021-08-23,36.02389907836914,36.56632486264926,35.73116171845547,36.45439500268788,1462683
2021-08-24,35.627845764160156,36.08417042043311,35.55896483559336,36.02390125014889,1634732
2021-08-25,35.14569091796875,35.62784758936676,34.82712481808587,35.59340712331898,2005353
2021-08-26,35.29206085205078,35.71394506081903,34.91322229871357,35.71394506081903,2673333
2021-08-27,35.26622772216797,35.36954911579202,34.87017223321286,35.343717125174265,3318277
